ut	nuts2
000220781900028	DK02
000175147100116	TR51
000280345900389	UKI3
000189091800045	EL63
000229522600034	ES24
000089133600002	UKH1
000236841400007	DE21
000248235600010	ITC4
000259299300036	FR10
000246061700034	DK03
000189231200012	DE30
000225782400014	DE14
000229170500016	UKI3
000244009600007	PT11
000224559500083	ITH5
000187013100016	DK03
000220510500128	NL41
000223160200019	ITF3
000260498401004	NL32
000244832700006	EL30
000244326400024	ITC4
000262022500007	RO32
000087399700017	DE91
000269361000009	DE11
000226701500091	DEF0
000260072600032	ES30
000171592900094	FRF1
000184243000038	DE13
000270774600002	ITH5
000231989400027	PL71
000266675100005	DE40
000247859400020	ES11
000258603900103	AT31
000252668300006	ITG1
000086606200032	DE27
000248883100014	ES62
000248540000113	SE11
000175963000007	SE12
000184996800018	DEA3
000229173600080	DE11
000234964700008	CH01
000261074800007	ES61
000264273700019	UKK1
000175757200025	FRH0
000182304800003	ES30
000276775600007	CH01
000248401100002	PL71
000262889300002	ES24
000089238900008	UKH1
000175789300001	ITH5
000256232900050	NL32
000088515900042	DE92
000252860400060	FRK1
000181288700031	DK01
000086949400001	FI1B
000268537200022	UKC1
000224391600003	ITH5
000249156200105	DED2
000242399500021	DE40
000236528900008	AT22
000170111100082	DK04
000254169500045	UKH2
000265429100049	DE11
000252374600023	SE22
000182769400060	DE25
000260044800001	UKJ2
000238474700055	ITC4
000185784700046	NL22
000165399000036	ITI1
000222223200007	DE50
000261800700003	CH04
000263618600012	BE23
000178777700020	UKI3
000245782800038	CH02
000224919400002	DE30
000253989300023	FI19
000262469900001	TR51
000270124100006	FRB0
000260398500011	ES51
000306523100012	DE72
000185583300162	NL41
000253983400001	BG41
000221976400017	DEC0
000249391800012	ES51
000327530300058	DEE0
000247859400014	DEB3
000239278600002	UKH1
000248694900009	FR10
000246789700030	SE12
000264768900020	DK05
000243013700013	ES30
000269197200001	DE30
000272730000002	DEG0
000238782900026	FR10
000172978200040	ES51
000247164500002	DEA3
000259265100113	ITF4
000398998700008	FI1B
000168741500048	DE14
000257947800038	DK05
000258293100008	UKC1
000183170000014	FI1B
000258800700029	NL11
000254869800022	CH01
000241450600079	DE30
000263260100009	ITH3
000261385600119	DE30
000184846200003	ES30
000169980100015	DK01
000235373400017	FRF1
000185086500066	EL63
000253460200074	UKM8
000166465400049	UKE3
000250138500024	UKK1
000237126200017	FR10
000249487600008	TR51
000271647300005	UKF1
000263222900060	DE30
000171592900026	DE13
000248390600006	ITH4
000268282600044	DEA1
000268834700024	DE21
000258317600019	DK03
000174182400077	BE24
000265017200012	UKD3
000258399400015	FR10
000263310800024	UKD6
000230047400276	DE30
000267777800027	DEA4
000175860500063	FR10
000261742700020	UKC2
000243890800048	PL51
000259797000102	FR10
000237651600022	FRJ2
000251241400041	FRL0
000238446900080	PT16
000255239900006	LT01
000382400900029	UKH1
000247329200009	DE72
000269723500056	DEA2
000265572700013	DK01
000088037000010	ES30
000248386000006	DE72
000174442100020	CH04
000260398502254	ES51
000256695700163	BE24
000181798700005	FR10
000248482300032	UKJ1
000267920400037	HR05
000234789600008	DEG0
000175028700001	ITI1
000267270000050	ITI4
000294151400010	FRG0
000265837900065	PL51
000169378200014	FRD1
000271476400015	ES52
000172513100040	UKM8
000086967800014	CH04
000235553300037	DEA2
000255891700021	TR83
000250989600018	PT16
000264110800001	DE12
000264659300035	FRK1
000227251900003	CH04
000258603900102	FR10
000185680300055	FRC2
000260888600075	DEA1
000259711900018	ES51
000242388900020	UKH1
000239508400004	CH04
000280505100262	DE60
000269736100023	BE10
000267556100001	ES61
000258432400007	ES30
000266351600015	FI19
000223472400065	ES61
000089360800023	SK01
000282108000208	DE30
000247196500002	TR51
000181806000007	DE24
000231062200112	SE12
000229035300001	DE21
000174053800015	EE00
000262827400041	NL21
000253919700007	DE24
000262689600004	UKK1
000085560800041	FRE1
000166258800028	IE05
000240954300011	SE22
000258309900012	UKD7
000259799100068	UKG3
000240900000008	DEG0
000222377000008	ITF4
000244959200025	FRL0
000262002900021	SE11
000086226600023	UKG3
000244300500009	DEC0
000231247300038	DE30
000258907100004	DEE0
000255793800003	DEA1
000183172400004	ITG1
000253487400005	DEA5
000243619600054	CH03
000248993000006	ITC4
000258328800110	DE40
000235785900018	DEE0
000252739600029	FRK2
000254680500040	CZ06
000262231000004	ES11
000243024500021	BE23
000241813200043	AT13
000248500800146	UKJ3
000168861800058	FR10
000165995100117	FRL0
000245946900013	DE24
000184924800042	UKH1
000182640500008	UKE3
000232864800031	FRJ1
000266545500003	CH01
000264656700001	UKD3
000179779600015	BE23
000167227500063	DE30
000085912700047	IE06
000250142300027	NL32
000271701900015	DE13
000262850000022	DEA1
000185224800030	CZ01
000251986600103	AT22
000085455600004	SE12
000237477800038	DE13
000269930400018	PT11
000264130800006	DE91
000222177500029	TR10
000270404700001	FRK2
000258603900083	DE92
000270383900173	CH04
000268170900018	DE21
000271265300033	UKG3
000254426600013	TR32
000183415700014	UKK1
000227320300002	NL22
000230122100015	NL41
000245549700008	FRF1
000243627700026	CH02
000175932400002	DE40
000165589500004	FRK2
000184429900006	IE06
000179731600035	ES61
000261074800006	DE50
000255091500011	CH01
000166537200003	DE21
000089957800017	UKJ1
000226352800031	DE13
000264792100024	UKH1
000254537200053	DEB3
000224538900022	CH02
000270679500030	BE10
000257968700050	FRK2
000169706300013	NL33
000177322500007	UKI3
000223135600004	FR10
000235991200007	NL22
000223085400039	NL21
000248485700020	ES61
000238623300093	UKF1
000240560600045	DE40
000280345900125	DEE0
000294494400110	UKD3
000254940900028	CH04
000180307300096	UKM7
000166325000003	ITI1
000256263000023	DEB3
000169101800006	CH03
000175228600002	CH03
000221207400006	ES30
000257278000051	FRI1
000256699400030	DE30
000226130100009	ES51
000252520300023	ITH5
000172686900031	DEA2
000238249000082	FRF1
000185303600008	DEG0
000251770800012	FR10
000174611600020	DEE0
000224571400025	DED5
000264085600012	ITI1
000275384102086	ITH4
000222945600002	FRK2
000265383700013	DE91
000232089500079	DE12
000245905008025	DEF0
000270117900005	DED2
000250983700001	DE23
000172307900068	SE12
000249501900010	FRK2
000177911200053	UKK4
000263847300053	DE11
000229159900007	FR10
000262592400018	TR51
000258069100087	ITI1
000237477400037	EL43
000189241500031	DE11
000235707900016	UKI3
000265160700028	EL30
000221886100072	UKM8
000241325200028	UKF1
000250600300009	UKD7
000188225700008	UKE2
000272435400007	UKJ1
000244839000004	FR10
000174623300058	UKK4
000220043200024	DE27
000272302900048	FI1D
000167031200001	DEB3
000182425100077	IE06
000223533500016	IE05
000224811000004	AT31
000170429000002	DK01
000255768900023	ES51
000245905009156	FR10
000246831600013	DEG0
000258328800012	DE30
000243157600055	CH01
000252041000080	SE33
000227386000038	FR10
000222193700016	CH03
000233208400035	BE24
000271106600029	DED2
000261729400098	PT16
000088791600033	FR10
000085457900064	UKJ2
000225603100020	UKM7
000237184000007	TR10
000228287300050	UKH1
000173955600001	ITC4
000240875800042	PT17
000235049700008	UKE4
000177182600006	FR10
000295333400147	DK05
000167445200048	DEA2
000250009800001	FR10
000272803400165	ES51
000223690200012	UKJ3
000266296100023	SI04
000175101100046	ITC4
000188713300011	NL32
000239440700006	UKH1
000261865000014	ES41
000353388800005	DE30
000222093300089	UKH1
000224287500018	FR10
000087950500011	FRJ1
000272394400027	ES11
000232580100010	ITC4
000269745700002	UKF1
000175855100002	UKK4
000227861100038	DE21
000180805100018	ITG2
000266429400018	UKD3
000262850400007	SK04
000188391900069	BE21
000180535900001	AT13
000172464600050	ITC4
000250989600040	ITH5
000087559700012	EE00
000260923900003	ITH3
000268438200010	FR10
000225085700015	FRH0
000221908100012	NL21
000228199600003	DE25
000176260300114	DE21
000267699500059	NL33
000250570000009	DEA2
000244146500005	FRH0
000249237200004	SE12
000252685900011	ITI4
000230219900001	DE25
000262225100028	DE13
000252082400019	UKE4
000180038200002	DE30
000264261800012	DE50
000089297600001	UKJ3
000270295300052	DE91
000170014800031	UKJ2
000248229900044	FR10
000220908100013	BE23
000181586500044	UKJ3
000241053300009	DE25
000246569300054	NO08
000273615800024	SE11
000262544500016	ITH5
000085335200027	ES30
000241856700008	DE50
000228763100049	NO08
000181050500008	UKM7
000267697500024	ES61
000268886000015	AT13
000263864900033	NL32
000183500400010	ITG1
000083150200006	UKL2
000271141200016	NL31
000264063500045	RO32
000178791000013	ES30
000228202400013	DEA5
000170850900008	FR10
000181376400038	DE94
000188654100032	FRF3
000254816300004	ES51
000247378600035	FRK2
000085054900022	UKE3
000265186800005	ES30
000242041500097	FR10
000265839400049	NL22
000272932300049	DED2
000179048400045	SK01
000220038800034	DE26
000232387900026	FRE1
000261004100009	FRK2
000238696900018	NL33
000237647100001	UKH1
000183479200053	ITC4
000229561800048	NL41
000183220800029	UKL1
000230276800082	DEA5
000181215200016	DE30
000294738800011	CZ01
000225919800030	CZ01
000266674300076	UKL1
000249092900004	FI1B
000273296000058	UKF1
000250258900021	DE71
000267536100031	NL21
000270219800008	DE12
000271560000002	FR10
000230144700048	DEE0
000238056400007	NL41
000181914600011	ITF3
000234927500007	DEG0
000254940900022	DE71
000273492000042	UKE3
000239861100010	BE23
000172351000008	ITC3
000182095000004	DE40
000245900200043	FI1B
000259580100067	TR10
000231227400036	DEB3
000237548400005	FRI1
000258455200063	DEG0
000232002106037	ITI1
000251761500008	DEA1
000228727100032	IE05
000257500800009	BE24
000222200600014	PL91
000231796200007	HU33
000266207100010	DE25
000258363000001	ITI4
000263599500037	DE30
000265342100007	FRB0
000181009000005	FRJ1
000228522700098	UKM7
000245512200088	RO32
000255072400008	BE24
000241905700064	NL32
000260297200007	BE24
000225477500016	TR51
000243028900012	NL33
000185184200003	FRK2
000252122100006	DEA2
000225302800005	ITH5
000220646100010	FR10
000237593400005	PT16
000249057500008	FRE1
000183863300010	HU11
000175325000007	ITH5
000252484000010	ITH4
000238497500007	ITH3
000185303600044	ITC4
000185420900035	BE24
000269583900005	FRH0
000173806600096	FR10
000229268100198	PT15
000243267200026	ES70
000262245200026	NL33
000264535200023	BE24
000232363100005	AT22
000087496300068	DE24
000254680500036	ITI4
000228549600166	NO08
000184844100024	ES52
000250272300015	SE11
000183408800007	DEG0
000273133000004	SI04
000171736900026	UKD3
000243897300016	DE21
000167806300026	ES52
000260373200058	ITH5
000220226700014	ES30
000245331100008	DE72
000235796400005	DE94
000234712300006	ITI4
000185680300191	CH04
000252471200087	ITH5
000224601300006	UKI3
000248442900274	FI1C
000086418600012	CH04
000239923700016	UKK4
000168286600003	FR10
000180804100039	LT01
000263623400010	DE12
000187718200063	DE24
000269087500009	NO06
000089571200010	FR10
000184048600005	FRF1
000179631900001	ITC1
000186787100038	FRK2
000238893000030	AT31
000266309000050	NL22
000269553500010	ITI1
000269605900004	UKH1
000238920700004	SE12
000241633500006	NL21
000254731200011	FR10
000253540500007	DE13
000256780100026	EL30
000250147700005	EL43
000262358000038	ITH5
000258164800005	DEB3
000266191000020	ES42
000247984500037	SE33
000228308600025	SE11
000171900400060	DE40
000257507400037	UKD6
000259271900006	DE30
000179080800072	DED2
000232146900026	DEE0
000349728100012	BE24
000258353200044	DE30
000085178500022	CH04
000237499700017	DE91
000414819900052	PL91
000265839000050	DE92
000231170500004	ES51
000180249600056	ITH5
000238249000051	SK01
000225478600068	PL63
000267942800009	CH04
000188895600007	BE22
000175325700028	IE06
000241106800022	UKJ1
000258377900111	ES61
000184815800017	SE12
000175154300001	DE40
000177851700010	DE71
000167401600036	DEA4
000236467100057	ES30
000271864900002	IE06
000272829300020	DE25
000237885000026	BG41
000238803200005	ITH3
000227621300064	DED2
000088896800031	ES62
000245329600124	SE23
000246467800018	FRL0
000239322700011	PL91
000245877200132	FRJ2
000235139500006	IE05
000257002000018	UKH2
000268286200009	PL51
000187208300012	UKD7
000088125800038	PL91
000230785100015	DEF0
000252218600021	ITH5
000183430100027	UKJ2
000235562900025	UKM7
000085132600034	FR10
000279630101086	ES51
000240384300066	NL22
000235744500061	CH03
000253050800013	CZ01
000272039700018	FRJ2
000244649900007	DE30
000246691200001	PL81
000254688800001	BE32
000231087900023	EL30
000273204200005	ITI4
000234038100024	UKC2
000260218400027	ES30
000166983500021	UKH1
000171531200006	UKI3
000255663000079	UKI3
000251230000013	UKM7
000236950500018	DE40
000361460003056	FI1C
000247320500067	ITF4
000262906200041	PL71
000245900200018	DEA2
000174666600065	UKJ2
000249255800033	FRD1
000186027100004	EL30
000241593700091	FRK2
000264662900011	NL41
000270083800026	UKI3
000223974300029	IE06
000257809600007	TR61
000268137900044	FRK2
000225310800015	ES61
000237270800009	IE05
000221718800015	DE40
000167996200009	FI1C
000261170800027	ES51
000180757400021	CH04
000184467000001	FI1B
000249464900053	DE12
000263455600052	ES41
000244736500010	DE40
000247145500016	UKG1
000266977100085	DE91
000263397900020	ITH5
000255585600038	UKH2
000274529200014	PL51
000177447600038	DEB1
000267507400018	IE06
000229990500019	UKJ2
000255214200007	DEB3
000271861300015	CH01
000168861800058	FRJ2
000250029900007	DE72
000223241300050	ITG1
000186473000029	DEA2
000173459300014	FRD1
000220606200046	FR10
000177124200011	DEA2
000240408600010	UKC1
000223582500032	DE14
000257790800005	UKI3
000248583200032	BG41
000382400900029	DED2
000240478500005	FRJ2
000254292400093	UKC1
000253222200005	PL21
000271113400020	ES52
000233279500015	UKK4
000269296500006	ITF3
000177191000012	AT13
000181787200027	DE30
000260777300011	DE92
000230240600009	EL43
000085914200017	DEA1
000174938800072	UKI4
000177704900048	CH04
000230326900019	DEE0
000084794100007	FRC1
000253451401122	UKI3
000273536500008	DK04
000180444200035	DED2
000245975600013	NL21
000258603900075	ITH5
000264967500006	ES30
000183246100018	DE14
000169522100017	DEA2
000172240100017	NL22
000222810700010	TRB1
000175470400020	NL41
000185303600088	CH04
000255663000020	UKI7
000232762100026	ES51
000269077000015	EL30
000268215200001	DEC0
000085529500088	UKH1
000267031600006	CH01
000268399500047	EL43
000266191000020	ES51
000248759600040	AT22
000226433500017	FI1D
000171663800003	UKE3
000180902100009	FRK2
000250684300001	DE72
000222241300016	DED2
000250279900018	ES12
000227374900011	ITH3
000186810500011	DE71
000266929800012	BE23
000169954900031	NL41
000221843400042	DEA3
000179075600015	CH03
000232969300018	TR31
000257543100061	NL31
000248500800105	DE94
000247524700007	AT31
000252970800035	FR10
000184364900006	UKN0
000268911500006	CH01
000224096500005	UKH1
000174824200011	DK01
000169981000005	ES41
000084888200015	DED4
000187227900003	ITC4
000235177100021	FRJ1
000221307600003	DE21
000247842700006	DE40
000224145800043	DE21
000254121400074	ITC4
000170761800012	PL21
000239835300002	DE12
000254630500015	FRJ2
000249553000011	FRF1
000255329400005	PL22
000178877900006	DE24
000229152200076	FR10
000351061700001	EL63
000262307100007	DEG0
000325408300006	CH01
000254634500007	ES51
000228511800010	UKM7
000244334100050	ITH4
000241553500015	SE11
000239313900007	PT17
000269206600017	UKD4
000183380000032	FI1C
000255292400027	UKH1
000256266600033	ITG1
000252714500006	PT16
000269521100005	FRK2
000272761300083	DE50
000208697600005	DE30
000181670900022	ES30
000244171800015	DE40
000256509100068	TR62
000271234300032	UKJ1
000257432600050	BG41
000087602100002	ES30
000247884200014	UKH2
000185960400013	FRK2
000223456500008	FRG0
000265876300006	ES52
000266113800001	FI1D
000173506000002	FI1C
000227298600008	CH01
000343617200018	ITC3
000266597700012	FRF1
000356201100010	DK02
000246253200035	UKC1
000268138200053	DEA2
000285396800012	UKJ3
000244217800021	DED2
000239543600115	FRK2
000241593700091	EL30
000311971500048	FR10
000220547500020	FRF1
000168135400024	LV00
000184689400008	UKH1
000247408600007	DEA2
000243167900023	SE12
000264707100013	RO32
000230831600005	TR51
000270646600084	CH03
000186878000045	DE11
000187447200032	CH01
000230723900061	PT16
000285776400011	ITC1
000240403500036	ES23
000241165800032	ES51
000228521200057	EL52
000234968600040	CH04
000259406900054	SK01
000246282600025	FRJ2
000260944200017	FRK2
000237192000019	DE80
000235394100081	DE30
000251383900039	DE25
000089813800038	UKJ1
000221812200006	TR42
000230240600009	DE21
000237951500003	CH01
000232367900031	IE05
000250950200002	TR42
000252554700010	ES51
000257565100001	FR10
000229118000005	DED2
000220621100007	PL91
000258927300002	UKM8
000168144400026	PL91
000225983800010	ITI1
000240707900017	ES52
000238782900264	CH04
000307029700012	TRA1
000225662000008	ITI4
000176892600044	BG41
000263468800048	UKD7
000176195100013	DE30
000087925800026	UKI3
000247290900009	PL22
000240707900009	ES21
000258427100032	DEF0
000241593700055	TR10
000175356400006	DE21
000228828900021	DED4
000179903800001	SE12
000224986800005	SE12
000250128000018	ITI1
000171531200008	UKH1
000262326500014	ES61
000241269800020	DEA2
000253206800001	DEB3
000242126800048	CH01
000256565400003	ITH4
000239137500007	FRF1
000265082500024	TR51
000246171200056	DE13
000268206800068	BE32
000272330600011	FRF1
000234607200075	DE11
000180302100059	DEA2
000244381700010	UKI3
000173357400023	NL41
000244622600176	UKI3
000272936400060	ES51
000186232600068	BE23
000250975000015	CZ01
000169807600001	BE24
000172349800003	DE91
000166595900011	NL31
000257042500012	NL41
000186557600024	UKK4
000272310000158	FRG0
000260505200029	ITC4
000222658800230	UKJ2
000273359300019	UKJ1
000251833900014	NL41
000243826900003	ITG1
000277502600079	NL41
000086779800024	AT33
000252862600032	NO08
000253013800009	SE22
000183812000027	FR10
000228422600009	DE13
000244643800024	FRG0
000240872700052	HU11
000220557000008	ITH3
000244010900019	FR10
000241057100070	CH03
000185822000086	ES13
000225507100004	DEB3
000275384100154	ES61
000229422300014	DE30
000229748000027	FRK2
000187671200004	EL30
000266500300094	UKJ1
000265950500006	ITF4
000271372100011	DE91
000269379600045	UKH1
000262605800054	FRK2
000089987100025	ES61
000235663100073	UKE3
000245057900004	FRF1
000221706300004	UKE1
000247070800002	SE22
000228455000003	FRI1
000223241100026	ES42
000244592100029	FRE1
000227392200013	FR10
000246689600008	PL91
000237921100037	PL41
000238410400024	DE13
000252503700008	ITH5
000256762100025	ITH5
000252019500024	FI1D
000243024600013	CH01
000270383900161	BE23
000249602300008	DEA5
000260778100068	FRK2
000269758400004	PL22
000268478700075	DK01
000255663000020	FR10
000268233800047	ITH4
000246361100136	DK05
000242709200130	FRK2
000239937900015	DE72
000250731200010	ITH5
000246368900004	DEE0
000267609600035	FRK2
000256073500010	DE60
000172749900006	DE71
000249391800006	DE21
000171359100001	ES30
000233093000062	FR10
000264523100009	DE14
000236314000010	ES12
000233445900015	AT22
000175831500008	IE06
000235469600006	FRK2
000227730700031	DE72
000245147100005	DEA2
000259691500015	DEA1
000177726600011	PL21
000172645300015	ES52
000243240900002	UKM8
000222075500028	SE12
000173812200005	DEA2
000229860300019	DK01
000183407400033	IE06
000267434900022	UKJ1
000243841400009	UKJ1
000270383900173	UKJ1
000179400500020	ITF1
000261333100051	LV00
000263891400004	UKD7
000268538100013	NL41
000263804200036	BE24
000233439600003	FRF1
000244249800085	ITG1
000272997600438	LT02
000252821200058	UKH1
000254315600004	ES12
000207200600007	SE12
000248558500016	DE14
000246909900087	PT15
000231016900028	UKD6
000245037200038	PL91
000244181500021	PT15
000258222300015	ITF5
000235769900037	PL91
000260520900055	LT02
000182095700013	NL21
000243914400020	RS11
000236299700051	FRK2
000171527800024	DEC0
000237748700002	ITH3
000269398900004	FRI3
000263556800015	FRK2
000266641100055	UKC2
000241723600138	NL41
000230156900017	FRF3
000253621700040	BG41
000351188000039	ES61
000233603700008	DE24
000258603900086	DE30
000246866900044	RO32
000253467004159	BE24
000263578600020	PT11
000273230900061	UKI3
000232460400044	ITI4
000230168100070	DE92
000189501500001	DE71
000234957300048	BE24
000241750700049	SE12
000269485300005	ES24
000222586600035	DE94
000169827100010	FRF1
000249752500036	ES62
000221919600020	UKI3
000245380400004	UKD3
000234976100008	NO08
000245417100026	ES70
000249330900027	FI1B
000268659100017	DED2
000231740800035	FRC2
000245365900033	DEA1
000260791100017	FR10
000180842200012	DK01
000245897100023	ES70
000239952400006	NL33
000268065000069	AT13
000223555000010	DE30
000261819800005	ES30
000246190500047	ES61
000173611600006	DK04
000259598300002	UKK1
000085120100020	FRK2
000171797000016	DE23
000300018600023	PL91
000186050800026	PL84
000240923900131	DEB3
000225661100040	DE12
000239543600078	DE30
000273917600072	UKH1
000251317000019	UKM7
000188767600002	BE35
000242601100004	ITI4
000171287300010	DEA2
000240073200032	EL30
000246415000021	FRJ1
000263755800051	UKM8
000267527800027	FRK2
000232250700018	BE24
000249618200001	EE00
000268138200009	DED5
000244161800012	ITI1
000237593000031	BE24
000270219800015	CH03
000170300800011	UKN0
000265988900010	FRF3
000247966600050	ES51
000233694800006	UKL2
000300411200169	BE23
000271268600011	FRK2
000246056100002	ES61
000267205700039	DE91
000267527800016	DE91
000180902100009	NL41
000249372400064	CH01
000270136900082	UKD3
000259011900004	UKH1
000235184600005	DEA5
000246210000064	CH01
000256056600034	DEE0
000181766400001	UKI3
000238632200006	DE11
000228199600004	DE72
000244008100006	ITH5
000244622600126	FI1B
000250506000049	FRJ2
000257362100030	ITC4
000226291500007	ITI1
000271253400002	UKJ1
000233603900054	ITC4
000185168000022	DE24
000240654700011	FI19
000269911600006	SE31
000296540900015	DE11
000267635500018	FRK2
000230755000012	PL22
000244997900005	ES30
000226500400003	FR10
000254255700003	DE11
000178071500016	DE14
000288410100027	LU00
000262889300006	SE11
000223965600001	NO08
000185484800007	RO32
000221307200021	CH01
000294493400048	DE30
000186890500002	DE13
000237051700002	SE11
000187403500081	ITI1
000249618200001	CH01
000170404600008	ES51
000249474100030	FRF3
000181629400035	FRK2
000260254400035	ITH3
000257330100011	IE05
000253487200184	FRH0
000220877800002	TR51
000273939300003	FI1B
000169660000073	DED2
000088284900013	UKK1
000262004000020	ES52
000275735500069	ITF4
000242053900001	ES30
000246326700051	FRJ1
000242021700054	UKM7
000237551400008	AT13
000249885000003	UKM7
000226951000012	DE21
000184110400036	UKL1
000228951500004	SE12
000227439400051	UKL1
000262307100004	DE13
000258497900024	DE21
000242520100020	ITH5
000087067400089	UKK1
000259260500025	EL43
000238782900019	NL33
000172986600001	ES24
000248984900049	UKD4
000267700100190	FRC1
000175509300001	DE14
000231923600008	ITC1
000259151000035	SE11
000252638400013	DE40
000259298001006	DED2
000235224700069	DEA5
000085054500021	FRJ1
000257796100115	SE12
000220510500114	DEA2
000243157900096	DE11
000235669100083	UKD4
000170946600016	UKH1
000251127200011	DK03
000233243600005	UKJ2
000263088700012	UKJ4
000262608500019	FRH0
000263642300008	CH01
000084957700006	ES61
000177387500016	FRF1
000227923200030	EL65
000244062900004	FRF3
000270138700002	UKM8
000263319000046	UKE3
000244497300045	NL22
000263760600009	ES51
000225078600039	DE24
000245512200093	DEE0
000231860900020	NL32
000265909900013	FRF2
000295011900003	BE23
000270056400008	ES53
000239314900006	DEA5
000252316800004	IE06
000085646500010	ITG1
000236959400014	ES51
000269040700007	ES51
000249773800030	DK05
000231551900004	ITI1
000176645200003	ITI4
000224947000003	DEA3
000168803800002	DE12
000266382200079	ITH2
000270530600004	AT22
000262519100057	DE11
000267590800020	RO32
000264111300021	FRK2
000263084200013	DE71
000270114800054	BE23
000248047600065	FRK1
000251039700012	DE25
000265092100040	DEA1
000168902800096	CH03
000179502200046	DE92
000181813000027	FRK1
000271416100044	RO32
000179241800017	FRL0
000231551700114	CH03
000272277600009	UKJ1
000241757500051	DE11
000222427700114	BE35
000171099300002	CH03
000228522700021	BG41
000220510900093	EL43
000238760500011	PL51
000183945100001	ITH5
000229799300005	UKG2
000173528200025	DE14
000260234600024	SE33
000186023900014	ITH5
000185829300049	UKE3
000225507100010	AT22
000257185300032	FR10
000243067000011	NL33
000262008700003	FRC1
000171156800003	UKH1
000251678700041	TR10
000246415000012	PL91
000258034500043	NL22
000184315600031	DE26
000269389700024	DE30
000226364200021	FR10
000251986600111	ITH4
000271352000057	PL91
000268611900027	UKK4
000267095400031	ITF3
000239110200064	BE35
000237210500007	BE23
000269042500006	DK03
000255457400014	HU11
000166464900003	FRI3
000259242900035	RO32
000230240600014	UKJ1
000251906800079	DEA5
000166730500047	UKJ4
000186582900007	DK01
000230889800115	DE11
000179301800003	UKJ2
000166128500027	ITC4
000172254300017	DE11
000257152800044	FR10
000296830400038	CH01
000256177800042	DE71
000241276300019	RO32
000274338800005	UKI3
000168914400027	UKI3
000256695700036	BE24
000242478600017	DK02
000227008000007	FRI1
000229878200021	ES30
000236838800015	DE14
000171140300074	DEA5
000167610900029	DE50
000179122900044	FRI1
000269391500010	CH01
000185443600040	DK02
000232395300055	UKH1
000267305500012	RO32
000266229301150	ITG1
000285392900015	TR31
000231771700020	ES21
000242616100028	CH03
000272556700050	CZ01
000221562000017	DE12
000225583200069	UKF1
000244791200014	UKJ2
000269313500073	DED5
000183474400008	ES30
000237765000037	UKN0
000239543600105	FRL0
000245905006046	ES61
000168730600056	SE12
000260234600024	HU33
000183126900016	UKJ2
000259760100047	ES52
000262349700002	DEA4
000232318000038	IE06
000261383200001	FRF3
000226995900004	DE21
000297598700022	DE11
000176066600062	CH01
000169522100033	DE13
000177524500005	DK01
000173806600088	PT11
000184745400040	ES11
000271272900056	CH02
000262203100030	UKD7
000172306200008	FR10
000174962800002	SE11
000224008400006	CH02
000257839100006	ES30
000224446000007	UKN0
000183680500036	UKC1
000165543200045	UKD3
000234301500043	UKJ1
000259893500130	DE21
000178448900002	DE24
000248956900001	ITC4
000263847300007	ITH5
000229959100014	DE30
000267708800011	UKJ3
000177688900076	UKI3
000270461400004	UKD3
000166762000024	CH02
000256500400060	UKM7
000167725000004	IE05
000247727100002	BE24
000255150500014	UKH2
000262206500049	FRH0
000324550400123	DED2
000165664000009	UKF1
000208324600335	ITH5
000226766900011	UKH1
000244825100108	UKE3
000182335400017	UKN0
000250800100068	NL33
000168741500058	UKG1
000174673400001	FRG0
000266895100020	AT22
000296207300045	BE24
000086724100014	SE11
000258603900024	EL63
000169811300019	LT02
000087224200008	SE12
000221372300007	CH01
000167405900039	ITI1
000249570800005	DEA3
000256859900056	SE11
000245797700015	PL91
000268522500025	ES30
000183967200091	DK01
000251326900065	ES30
000249893100005	ES24
000242515600008	DE14
000260226900015	DED2
000180094700042	LV00
000168592000007	DE11
000177345200006	UKM7
000247104700039	FR10
000341431500252	DED2
000220917300002	UKM7
000266342800066	TR51
000261088200006	EL30
000233612100017	EL63
000182059300019	FRL0
000182604100038	CH02
000175488500026	UKJ1
000248073300025	AT22
000241553500016	HU33
000181289300023	DEG0
000237842200041	DEA1
000267798700085	PL21
000243415200036	SE22
000237968500025	PL22
000253763900045	FRJ2
000243157600060	ITC4
000085457900063	UKJ2
000186492600050	FR10
000248706900014	DE12
000249228000020	NL32
000234722200039	UKJ1
000258526900032	FRK2
000240954300024	ITH3
000250851800016	UKI3
000261742300035	FRH0
000268626100024	PL91
000260462100033	UKH1
000271945000079	FRK2
000238433900011	UKC1
000230466300016	UKH1
000269493600017	ES52
000233651600001	UKJ1
000271754300003	DE11
000172686900031	DEE0
000245964300014	EL43
000245241100005	BE23
000168831200254	NL11
000088515900035	UKI3
000181666500024	DE13
000266501300088	DE92
000090078900014	ITC1
000222892800013	BE35
000226614200041	UKF1
000231246400002	FI19
000220510500124	AT31
000224430900027	DE30
000322453900009	EE00
000232288800015	FRK1
000245005500037	DED2
000267124700079	DE40
000252284200179	AT31
000165995100101	ITI1
000181526700002	FRG0
000171726300039	ES30
000261908900052	UKK3
000267182700016	FRH0
000227342200059	FRK2
000225604800005	FR10
000259702400006	ITH5
000310121000007	ES42
000272435400007	DEA5
000173623300021	FR10
000251082000003	ITH5
000248323800003	SE22
000248658600043	UKD3
000171663800003	ITF3
000268797200004	BE24
000228725900003	DEA3
000235979600041	DEA2
000260622700013	FR10
000243693600060	UKD3
000249956700016	UKJ3
000265528800001	UKE3
